Trial:	normal_linear_acceleration_t1.txt
Phone/Tablet Model:	Samsung SM-A515F

Sensor Information
Name:	Samsung Electronics Samsung Linear Acceleration Sensor
Maximum Range:	78.4532m/s²
Resolution:	0.0023942017m/s²

Generated by SensorData, Version1.8.3.4
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Unix Time (ms since Jan 1, 1970)	X	Y	Z
1666031867587	-0.001237630844116211	0.004486083984375	0.005652427673339844
1666031867607	0.31551551818847656	-0.14830732345581055	-0.6172142028808594
1666031867627	0.10444068908691406	0.15605497360229492	-0.8815083503723145
1666031867648	0.07389366626739502	-0.37299633026123047	-0.6403474807739258
1666031867667	-0.27293241024017334	0.22597408294677734	0.32049036026000977
1666031867687	0.045821547508239746	-0.22979450225830078	1.2539710998535156
1666031867707	0.12079930305480957	0.07579660415649414	-0.5576200485229492
1666031867729	0.14376604557037354	-0.057257652282714844	0.16863250732421875
1666031867749	-0.15741300582885742	0.07205581665039062	-0.5537276268005371
1666031867766	0.25719785690307617	-0.4869499206542969	0.19954586029052734
1666031867788	0.11424565315246582	0.16325759887695312	-0.10570144653320312
1666031867807	0.15050792694091797	-0.05823802947998047	0.3670625686645508
1666031867826	-0.13250648975372314	0.16022920608520508	-0.040663719177246094
1666031867848	-0.2165689468383789	0.011260986328125	0.33492565155029297
1666031867866	-0.10158956050872803	0.1564946174621582	-0.5562615394592285
1666031867887	-0.136083722114563	-0.07066679000854492	-0.20579814910888672
1666031867906	-0.15145039558410645	-0.06589508056640625	-0.34845829010009766
1666031867926	-0.023989319801330566	-0.08065032958984375	-0.2673215866088867
1666031867947	-0.29661524295806885	0.23234081268310547	-0.24657011032104492
1666031867966	-0.30694782733917236	-0.11896514892578125	-0.07131576538085938
1666031867986	-0.049637556076049805	0.2402501106262207	-1.088911533355713
1666031868007	-0.12455010414123535	0.03395700454711914	-1.0390477180480957
1666031868026	-0.1498699188232422	0.16423845291137695	0.012359142303466797
1666031868045	-0.15962064266204834	-0.2793588638305664	-0.41421079635620117
1666031868068	-0.25607383251190186	0.027058124542236328	0.016221046447753906
1666031868097	-0.2610194683074951	-0.1816849708557129	-0.3983778953552246
1666031868105	-0.24533545970916748	-0.21822500228881836	-0.9544816017150879
1666031868124	0.2997022867202759	0.40245962142944336	-0.9698348045349121
1666031868144	-0.05049562454223633	-0.1998453140258789	-1.367218017578125
1666031868166	-0.7100354433059692	-0.9449887275695801	-2.2785916328430176
1666031868185	-0.23760342597961426	0.7453303337097168	-1.1866540908813477
1666031868205	-1.662243127822876	1.1369810104370117	-1.4830713272094727
1666031868226	-2.4532811641693115	0.03342771530151367	-2.6589889526367188
1666031868246	-1.0649906396865845	-0.5069870948791504	-2.0778865814208984
1666031868267	-0.5879248380661011	-1.2145512104034424	-0.9594998359680176
1666031868285	-0.40012097358703613	-0.6830391883850098	0.9236011505126953
1666031868303	-0.768589973449707	0.23899221420288086	2.7555723190307617
