Trial:	c2_linear_acceleration_t1.txt
Phone/Tablet Model:	Samsung SM-A515F

Sensor Information
Name:	Samsung Electronics Samsung Linear Acceleration Sensor
Maximum Range:	78.4532m/s²
Resolution:	0.0023942017m/s²

Generated by SensorData, Version1.8.3.4
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Unix Time (ms since Jan 1, 1970)	X	Y	Z
1666033460560	-0.8646223545074463	0.5078930854797363	-0.3746352195739746
1666033460580	-0.9664642810821533	0.6687560081481934	-0.7539854049682617
1666033460599	0.03840997815132141	0.09579753875732422	-0.4068002700805664
1666033460619	0.6342750191688538	-0.6190667152404785	-0.07977867126464844
1666033460640	0.7517412900924683	-0.629065990447998	0.18442964553833008
1666033460660	0.615306556224823	-0.555171012878418	0.22060394287109375
1666033460681	0.5701930522918701	-0.4907407760620117	0.44455385208129883
1666033460709	0.2077733278274536	-0.1749405860900879	0.04531288146972656
1666033460719	0.23312711715698242	-0.04589366912841797	-0.11586713790893555
1666033460740	-0.19644474983215332	-0.008175373077392578	-0.6907162666320801
1666033460759	-0.5588175654411316	0.07174158096313477	-0.7818088531494141
1666033460779	-0.44531235098838806	0.20539188385009766	-0.651097297668457
1666033460800	-0.4359606206417084	0.23148679733276367	-0.8441953659057617
1666033460820	-0.4418486952781677	0.29884862899780273	-0.7938618659973145
1666033460840	-0.12441062927246094	0.07908916473388672	-0.7140355110168457
1666033460860	-0.08006429672241211	-0.08733749389648438	-0.5720939636230469
1666033460880	-0.2216833233833313	-0.13110733032226562	-0.4932231903076172
1666033460899	-0.21651464700698853	-0.15770196914672852	-0.4846358299255371
1666033460920	-0.2428721785545349	-0.17099237442016602	-0.48566579818725586
1666033460939	-0.17581325769424438	-0.13000822067260742	-0.0726156234741211
1666033460959	-0.26983657479286194	-0.01670217514038086	0.016009807586669922
1666033460979	0.037052810192108154	0.05131340026855469	0.267824649810791
1666033460999	0.16656464338302612	-0.06709051132202148	0.21510028839111328
