Trial:	normal_gyroscope_t1.txt
Phone/Tablet Model:	Samsung SM-A515F

Sensor Information
Name:	STM LSM6DSL Gyroscope
Maximum Range:	17.453032rad/sec
Resolution:	6.1086525E-4rad/sec

Generated by SensorData, Version1.8.3.4
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Unix Time (ms since Jan 1, 1970)	X	Y	Z
1666031867583	-0.48319441080093384	-0.15577064454555511	0.37262779474258423
1666031867603	-0.48319441080093384	-0.15577064454555511	0.37262779474258423
1666031867623	-0.48319441080093384	-0.15577064454555511	0.37262779474258423
1666031867643	-0.48319441080093384	-0.15577064454555511	0.37262779474258423
1666031867663	-0.10262536257505417	0.13316862285137177	0.06658431142568588
1666031867683	-0.11667526513338089	0.007941247895359993	0.0757472887635231
1666031867703	0.05742133408784866	-0.08735372871160507	0.10812314599752426
1666031867723	0.054367005825042725	-0.06230825558304787	0.08307767659425735
1666031867743	0.0354301854968071	0.05497787147760391	0.006719517521560192
1666031867762	0.0024434609804302454	0.036041051149368286	0.003054326167330146
1666031867786	0.07024950534105301	0.006719517521560192	-0.006719517521560192
1666031867803	0.06291911751031876	-0.00366519158706069	-0.014049900695681572
1666031867824	0.13255776464939117	0.04398229718208313	-0.04459316283464432
1666031867842	0.12400564551353455	0.10445795953273773	-0.03726277872920036
1666031867862	0.1875356286764145	0.1466076523065567	-0.01771509274840355
1666031867882	0.1417207419872284	0.14538592100143433	-0.0403171069920063
1666031867904	0.17043140530586243	0.04581489413976669	-0.02321287989616394
1666031867922	0.13255776464939117	0.05925392732024193	-0.04398229718208313
1666031867942	0.1466076523065567	0.14966198801994324	-0.015271631069481373
1666031867962	0.08674286305904388	0.18448130786418915	-0.005497787147760391
1666031867981	0.14416420459747314	0.19608774781227112	0.03420845419168472
1666031868001	0.0507018156349659	0.15332718193531036	0.048258353024721146
1666031868022	0.010995574295520782	0.07330382615327835	0.045204028487205505
1666031868043	-0.029932396486401558	0.02687807008624077	0.02871066704392433
1666031868061	0.012828170321881771	-0.00855211354792118	0.018325956538319588
1666031868082	-0.031154127791523933	-0.01466076634824276	0.033597588539123535
1666031868101	-0.00855211354792118	-0.11178833991289139	0.11850785464048386
1666031868120	-0.09896016865968704	-0.17776179313659668	0.152105450630188
1666031868142	-0.18509216606616974	-0.1264491081237793	0.15943582355976105
1666031868161	-0.37568211555480957	-0.16249015927314758	0.2577851414680481
1666031868180	-0.6255260109901428	-0.27061331272125244	0.48685958981513977
1666031868201	-0.694553792476654	0.08918632566928864	0.3885102868080139
1666031868220	-0.6676757335662842	0.3176499307155609	0.35735616087913513
1666031868242	-0.8851437568664551	0.1417207419872284	0.5736024379730225
1666031868260	-1.1759155988693237	0.039095375686883926	0.7959573864936829
1666031868279	-1.3994922637939453	-0.00427605677396059	0.9242390990257263
1666031868299	-1.228450059890747	0.22663100063800812	0.979827880859375
1666031868320	-0.836885392665863	0.3781255781650543	1.016479730606079
1666031868339	-0.7373143434524536	0.3280346393585205	0.988379955291748
1666031868359	-0.48808133602142334	0.15454891324043274	0.8998045325279236
1666031868379	-0.21135938167572021	0.0861319974064827	0.6359107494354248
1666031868399	0.06536258012056351	0.013439035043120384	0.252287358045578
1666031868418	0.14233160018920898	0.09285151958465576	0.17776179313659668
1666031868438	-0.04703662544488907	-0.05497787147760391	0.0910189226269722
1666031868458	-0.07696902006864548	-0.20402899384498596	-0.02382374368607998
1666031868478	-0.06841690838336945	-0.26083946228027344	-0.05253441259264946
1666031868497	-0.13316862285137177	-0.23335053026676178	-0.06230825558304787
1666031868518	-0.28588494658470154	-0.10201449692249298	0.021991148591041565
1666031868538	-0.5186246037483215	-0.019547687843441963	0.03237585723400116
1666031868558	-0.6731734871864319	-0.21074850857257843	0.001832595793530345
1666031868578	-0.6481280326843262	-0.37201693654060364	0.0708603709936142
1666031868598	-0.5149593949317932	-0.30543261766433716	0.1258382350206375
1666031868618	-0.4190535545349121	-0.14782938361167908	0.34147366881370544
1666031868637	-0.2883284091949463	-0.19547687470912933	0.25473082065582275
1666031868657	0.016493361443281174	-0.13377949595451355	0.0507018156349659
1666031868678	0.28527405858039856	0.031154127791523933	0.051312681287527084
1666031868696	0.5650503635406494	0.2791654169559479	0.025656340643763542
1666031868716	0.8032878041267395	0.3335324227809906	-0.001832595793530345
1666031868737	1.0317513942718506	0.35246923565864563	0.29504790902137756
1666031868757	1.1740829944610596	0.4660901725292206	0.2816088795661926
1666031868776	1.2431107759475708	0.5613851547241211	0.027488935738801956
1666031868796	0.6298020482063293	-0.06963863968849182	-0.22113321721553802
1666031868817	0.1569923609495163	-0.4398229718208313	-0.27122417092323303
1666031868837	0.13561208546161652	-0.5216789245605469	-0.27122417092323303
1666031868858	0.5253441333770752	-0.27061331272125244	-0.3439171314239502
1666031868876	0.8069530129432678	-0.45753806829452515	-0.37079519033432007
1666031868895	0.9004153609275818	-0.5155702829360962	-0.4129449129104614
1666031868916	0.7849618196487427	-0.2779437005519867	-0.4954117238521576
1666031868936	0.6120869517326355	-0.1215621829032898	-0.5290092825889587
1666031868956	0.5589417219161987	-0.1716531366109848	-0.49357911944389343
1666031868976	0.6139195561408997	-0.1215621829032898	-0.5845980644226074
1666031868995	0.7623597979545593	-0.2620611786842346	-0.6701191663742065
1666031869015	1.1282681226730347	-0.27000242471694946	-0.788627028465271
1666031869035	1.4379768371582031	-0.23090706765651703	-0.9486737251281738
1666031869055	1.4453071355819702	-0.21319197118282318	-0.8607091307640076
1666031869075	1.4110987186431885	-0.0012217304902151227	-0.8674286603927612
1666031869095	1.4477506875991821	0.22968533635139465	-0.7562511563301086
1666031869114	1.2394455671310425	0.1472185254096985	-0.5363397002220154
1666031869134	1.1478158235549927	-0.2174680233001709	-0.503963828086853
1666031869154	1.3506230115890503	-0.3842342495918274	-0.5552765130996704
1666031869177	1.4453071355819702	-0.21991148591041565	-0.45142942667007446
1666031869195	1.150259256362915	-0.09407325088977814	-0.3543018400669098
1666031869214	0.7385360598564148	0.0555887371301651	-0.27977627515792847
